,leaf_size,n_neighbors,cross validation score,macro recall,deceased recall,micro recall
0,25,5,0.9839748478159073,0.920012257420336,0.7256068739736442,0.9839748478159073
1,25,6,0.9831346578366446,0.9176500295362614,0.720235342549314,0.9831346578366446
2,25,9,0.9806542243628336,0.8996228067006301,0.6515258051963467,0.9806542243628336
3,35,5,0.9839694962873771,0.9200071624202785,0.7256068739736442,0.9839694962873771
4,35,6,0.9831373336009097,0.9176482647207314,0.7202351923050919,0.9831373336009097
5,35,9,0.9806729547126899,0.8998042018905036,0.6521969461359439,0.9806729547126899
6,49,5,0.9839694962873771,0.9200071624202785,0.7256068739736442,0.9839694962873771
7,49,6,0.9831373336009097,0.9176482647207314,0.7202351923050919,0.9831373336009097
8,49,9,0.9806729547126899,0.8998042018905036,0.6521969461359439,0.9806729547126899
